Q,A,label
이별후 첫 생일이네,제가 축하해드릴게요.,1
이별후 한달,금방 지나갔네요.,1
이별후 한달.,이제 조금이라도 괜찮아졌길 바랍니다.,1
이별후 한달반만에 그사람이 좋아하는 사람이 생겼다는걸 알아버렸네,그분의 변덕이 심하네요.,1
이별후 한달째 인데,잘 견디고 있길 바랄게요.,1
이별후.,심경의 변화가 있었나봅니다.,1
이별후에,나아지길 바랄게요.,1
이별후에도 나를 괴롭히는 그의 말들,이별은 상처를 남겨서 아무는 데는 시간이 거릴 거예요.,1
이별후폭풍 왜이렇게 심하죠,이별은 상처를 남겨서 무뎌지는 데는 시간이 거릴 거예요.,1
이사람 무슨 생각인걸까,알 수 없는게 사람 마음인가봐요.,1
이상한나의취미.이별을세는것.,헤어짐을 헹리는 것 만큼 가슴 아픈 일은 없어요.,1
이성간 종교문제,민감한 문제이기도 해요.,1
이성으로는 감당 할 수 없을 것 같아,잠깐 눈을 붙이고 마음을 가라앉혀보세요.,1
이시간들 어찌보내야할까.,저랑 같이 이야기 해요.,1
이야기를 한번 해보려 합니다~,네. 들어줄게요.,1
이야기하고싶다,제가 들어드릴게요.,1
이용당하고 버려진 느낌,그 사람은 제가 혼내줄게요.,1
이용만 당했던건가,불행하게 생각지 말아요.,1
이유가 확실해졌네,맘 정리할 확실한 이유가 생겼네요.,1
이유라는게 뭔지,알다가도 모를.,1
이제 10일차 이별,어느덧 열흘이란 시간이 지났네요.,1
이제 1년 됐습니다,많은 시간이 흘렀네요.,1
이제 1년도 지나고 성큼 가을이 왔네.,가을 타기 전 새로운 만남 추천합니다.,1
이제 2주 좀 넘었네,금방 지나갈 거예요.,1
이제 3개월이네,짧지 않은 시간이지요.,1
이제 3주정도 되가는데 점점 좋아지고있어,많이 노력하고 있나봐요.,1
이제 겨우 일주일 됐네,일주일이나 지난 거예요.,1
이제 괜찮습니다. 그래서 힘드네 이젠.,이별은 상처를 남기고 가니까요.,1
이제 그만,정리되길.,1
이제 그만 보낼려구,그것이 최선의 선택일거라 생각해요.,1
이제 그만해야겠죠?,고민하고 있다면 그게 맞을 거예요.,1
이제 끝이네,마음이 좀 후련해지길 바랄게요.,1
이제 끝인가봐,이별을 받아들이는 건 쉬운 일이 아니겠죠.,1
이제 나 자신으로 돌아와 아름다워지고 싶어.,좋은 생각이에요. 한차례 성숙해진 자신을 발견할 거예요.,1
이제 나도 계산적인 사람이 되려나 봅니다,상처가 있었나봐요. 누구나 그럴 수 있어요.,1
이제 나름의 정리를 시작해보려구.,심경의 변화가 있었나봐요. 응원할게요.,1
이제 너 따위 생각도 안난다 꺼져,말하면서 기분이 좀 나아졌길 바랍니다.,1
이제 너무 지쳐가네ㅠ,지칠만 해요.,1
이제 놓아 주려고,끝낼 때를 아는 것도 중요한 것 같아요.,1
이제 놓아주렵니다,끝낼 때를 아는 것도 중요한 것 같아요.,1
이제 놓을수 있을것 같아,충분한 마음의 정리를 했나봅니다.,1
이제 누구 만나는 것도 지치네,새로운 만남은 언제나 어려운 것 같아요.,1
이제 더이상 남자친구로 안느껴진다는 그녀,익숙함이라는 타성에 젖은 건 아닐까 생각해봅니다.,1
이제 때론 괜찮기도 해,그렇게 익숙해져 가나봐요.,1
이제 마음 정리도 된 거 같은데,그럼 새로운 인연을 기다려보세요.,1
이제 마음을 정리할 때가 된거같아,끝낼 때를 아는 것도 중요한 것 같아요.,1
이제 막 이별을.,혼자만의 시간이 필요하겠어요.,1
이제 모든게 퍼즐처럼 맞춰지네,곱씹어도 아픈 기억인 걸요.,1
이제 반년이란 시간이 흘렀는데,좀 나아졌길 기대합니다.,1
이제 밥도 잘 먹구 술은 안마시면 되겠는데,복잡한 머리 속이 문제네요.,1
이제 보내주려 합니다.,많이 고민 했을거라 생각해요.,1
이제 보름 다되어가네,생각 보다 잘 버텼어요.,1
이제 사진 지운 이유는?,마음의 준비가 필요했을지도 몰라요.,1
이제 세달째,짧지 않은 시간이지요.,1
이제 숨 좀 쉬나,충분히 극복할 수 있어요.,1
이제 스스로 인정한 것 같아,현실 그대로를 받아들이는 것부터 시작이에요.,1
이제 슬슬 끝이 보이네,사랑에도 끝이 있으니까요.,1
이제 여친이 마음이 괜잖아진거같아!!!,다행으로 생각할게요.,1
이제 와서 소문이라니,참 거지같네요.,1
이제 이곳올일 없을거 같네하하ㅜ,좋은 소식이라고 생각할게요.,1
이제 이별한지 한달,생각보다 많은 시간이 지났네요.,1
이제 인정해야할 것 같아.,현실 인정부터 시작이죠.,1
이제 일주일,충분히 극복해낼 수 있어요.,1
이제 일주일이네,당신만 아픈 것도 겪은 것도 아니에요.,1
이제 잊혀지는데 속도가 붙는거 같아.,이별도 익숨함에 젖어드나봐요.,1
이제 자리 잡아가는데,얼마 남지 않았어요.,1
이제 전부 못믿겠네.,그래도 자신은 믿어주세요.,1
이제 점심시간에도 너에게 카톡을 할 수가 없구나.,점심시간에 할 수 있는 다른 걸 해봐요.,1
이제 정리하려고 합니다.,맘 고생 많았어요.,1
이제 정말 끝이겠죠,마지막을 인정하는 것도 중요해요.,1
이제 정말 놓으려구.,때론 이별도 받아들여야 하나봐요.,1
이제 정말 놓으려합니다,많이 고민 했을거라 생각해요.,1
이제 정말 마침표 찍어야 하네,사랑에도 끝이 있으니까요.,1
이제 제발 좀 잊자,마음먹은대로 괜찮아지길.,1
이제 진짜 끝났어 슬퍼,저도 슬퍼지네요. 기운 내길 바랄게요.,1
이제 진짜 떠나야겠지,천천히 보내주세요.,1
이제 진짜 안녕!!,안녕!,1
이제 탈퇴합니다,좋은 마음이길 바랄게요.,1
이제 한 삼주 되었나?,잘 지내고 있길 바랍니다.,1
이제 한달이 조금 넘었어,마음이 내 마음 같지 않죠.,1
이제 헤어진지 1주일됐어,긴 시간이었을거라 생각해요.,1
이제 헤어진지 딱 한달,금방 지나갈 거예요.,1
이제 헤이진지 5일차네.,이별을 헤아리는 건 큰 도움이 안 돼요.,1
이제 확실히 알겠어,깨달음이 중요하죠.,1
이제 힘내렵니다!,당신이 기운내는 것을 보니 좋은 예감이 들어요.,1
이제는 너를 보낼 시간이 가까이 오는구나.,이별을 받아들이는 것도 중요해요.,1
이제는 놓아줄꺼라 생각하지만,쉽지 않은 결정이죠.,1
이제는 먼저 놓아줄까 합니다,충분한 고민 끝의 결정일 거라 믿어요.,1
이제는 숨막히고 괴로운건 좀 무뎌졌는데,상처가 아무는 데는 시간이 걸려요.,1
이제는 연락도 없는 너를 그리며,미련은 사랑을 증오로 만들 수 있어요.,1
이제는 이별을 받아드리려고 합니다,이별을 받아들이는 것도 중요해요.,1
이제는 잡을 수가 없네,마지막을 아는 것도 필요해요.,1
이제는 정리가 된 거 일까?,생각을 정리해 보는 건 어떨까요.,1
이제는 정말 끝,맘고생 많았어요.,1
이제는 포기하게 되네 나 자신조차,자신은 놓지 말아요.,1
이제는 후회 없네 .,그동안 마음 고생 많았어요.,1
이제는그만하고 싶어,이젠 마음의 결정을 내릴 때에요.,1
이제떠나려합니다,제 곁은 떠나지 마세요.,1
이제서야 현실을 받아들이네,이제 새로운 출발을 하면 돼요.,1
이제서야.,지금도 늦지 않았어요.,1
이제야 깨달음,지금도 늦지 않았어요.,1
이제야 오래전 상대방이 아팠던걸 이해했어.,다음 번의 사랑에선 좀 더 신중할 수 있게 된 거예요.,1
이제야 좀 잊혀지네,마음 고생 많았어요.,1
이젠 괜찮을 줄 알았어.,이별에 완전한 치유는 없어요.,1
이젠 그냥 조금만 자극이와도 눈물이.,이별은 상처를 남기고 가니까요.,1
이젠 나의 스케줄로 돌아가야할때!!,좋은 생각이에요!,1
이젠 너 때문에 오래된 노래들도 못 듣겠어.,아프지만 추억으로 여기는 건 어떨까요.,1
이젠 놓아주려 해,좋은 선택일거라 믿어요.,1
이젠 놓아줘야 할 때인가 보다,이별의 끝을 인정하는 것도 용기입니다.,1
이젠 눈물이 말라버렸나 봅니다.,많이 지쳤나봐요. 곧 기운낼 수 있길 바랄게요.,1
이젠 다시 만날 수도 없는 상황,달라지는게 없다면 이런 상황이 더 나을지도 몰라요.,1
이젠 더이상 정 주기 무섭습니다,상처가 많이 크셨나요.,1
이젠 보내줄게.,잘 지낼거예요.,1
이젠 붙잡을 수 도 없는 사람.,달라지는게 없다면 이런 상황이 더 나을지도 몰라요.,1
이젠 슬픈 사랑,슬픈 이별이기도 하네요.,1
이젠 어떡해얄지 모르겠어,일기를 써보세요.,1
이젠 어쩌죠.,생각을 정리해 보세요.,1
이젠 유부남이 된 전남친,이젠 그를 놓아주세요.,1
이젠 의미있는 시간을 만들어보려해,그동안 못했던 일들을 시작해보세요.,1
이젠 잊기로 해,그것이 최선의 선택일거라 생각해요.,1
이젠 잡아도 안되는거래,사랑은 때론 미련이 되기도 하죠.,1
이젠 정말 놔줄라고,그렇다면 마음의 짐도 덜할 거예요.,1
이젠 정말 잊고 싶어,마음 먹은 것만으로도 절반을 해낸 거예요.,1
이젠 정말끝이겟죠?,새로운 삶은 시작하세요.,1
이젠 제 자신한테 지칩니다,이별의 끝은 항상 모두를 그렇게 만드나봐요.,1
이젠 조금씩 생각이 변하네,긍정적인 변화이길 바랍니다.,1
이젠 조금씩 화가나네,그럴 때가 있어요.,1
이젠 증오가 될거같네,충분히 이해해요. 하지만 나에게도 독이 될 수 있어요.,1
이젠 진짜 끝인가봐,이별할 때를 아는 것도 중요해요.,1
이젠 진짜 진짜 안녕,맘 고생 많았어요.,1
이젠 포기가 되네,마음 고생 많았어요.,1
이젠정말끝이네,또 다른 시작이기도 해요.,1
이틀전 그녀에게 연락이 왔습니다,또 흔들리지 마세요.,1
이해심이 부족한 나.,우리 모두 상대방이 되어 보지 못했으니 당연하다고 생각해요.,1
이혼,쉽지 않은 결정이죠.,1
이혼만은 막고싶은데,충분한 대화를 나눠보세요.,1
이혼을 앞둔 부부밥상,제가 감히 가늠하지 못할 정도로 힘든 자리라 생각해요.,1
이혼을 준비중인 부부라면,이별을 준비하는 기간이 필요할지도 모르겠네요.,1
이혼을 하고싶진 않는데 너무견디기힘듭니다 ㅠㅠ,인연이 거기까지였다고 생각하기로 해요.,1
이혼한지 일년이 넘었네,힘든 시간이었을거라 생각해요.,1
익숙함에 속지말자 라는말에 대하여,익숨함이 만든 거짓된 사랑.,1
익숙해질 법도 한데,언젠간 괜찮아질 거라 믿어요. 사람은 적응의 동물이니까요.,1
인간의 성향은 변하지 않나 봅니다.,사람은 고쳐쓰는게 아니란 말도 있더라고요.,1
"인과응보, 속이 다 시원해",자신이 쏜 화살은 부메랑이 되어 돌아오기도 하죠.,1
인내,그 끝에는 아쉬움이 없을 거예요.,1
인생 포기한 걸까,언제든 다시 시작할 수 있어요.,1
인연,또 다른 인연이 있기 마련이죠.,1
인연이었다던 그사람,또 다른 인연이 있기 마련이죠.,1
일과시간 후 집에 도착한 다음에도 궁상,충분히 그럴 수 있어요. 조급하게 생각지 마세요.,1
일방적인 통보로 헤어졌습니다,상대방에 대한 예의가 없네요.,1
일상의 추억,기억의 편린이 될 뿐이에요.,1
일어나자마자 우울,달콤한 차라도 한 잔 해보세요.,1
일을하다가도 잠을 자다가도,당분간은 생각날 수 밖에 없어요.,1
일이 안 끝나,힘들겠지만 하나씩 해보세요.,1
일이 익숙해 지지 않네,조금만 더 힘내세요.,1
일전에 여기서 댓글주고 받던분들.,같은 고민을 안고 살아가는 사람들.,1
일주일간 괜찮았는데.,갑자기 생각나기도 한답니다.,1
일주일이 너무 길어,쉬어가도 돼요.,1
일주일이 일년같다,많이 힘들었을 거라 생각해요.,1
일주일전까지만해도.,당장 내일 일도 예측할 수 없는걸요.,1
일하는 곳 근처 가서 염탐하고 왔네.,그분에 대한 궁금증을 접어두셔요.,1
읽씹,인연이 거기까지였나봐요.,1
읽씹은 아프네,상대방에 대한 예의가 없네요.,1
입원 중에 이별통보 받았는데 마이 아프네,그분이 너무했네요.,1
입장이 바뀐 상태에서 오랜만에 와보내,심경의 변화가 있었나요?,1
있을때 잘 할 걸,대다수의 사람들이 지나간 후에 깨닫고는 한답니다.,1
잊겠다 다짐했는데 아직 멀었나 봅니다,시간이 좀 걸리겠지만 해낼 수 있어요.,1
잊고싶다,마음 먹을대로 할 수 있어요.,1
잊고싶다.,잊게 될 거예요.,1
잊고싶어도 잊질못하네,함께한 시간이 있었으니까요.,1
잊고있다 생각했는데,마음 한켠에 남아 있었나봐요.,1
잊기가 너무 힘드네,사람을 잊는다는 건 쉬운 일이 아니니까요.,1
잊기가 힘듭니다.,충분히 힘들만하다고 생각해요.,1
잊기싫은데 잊혀져만 가.,자연스러운 현상이에요.,1
잊기위해 무던히도노력했는데,맘처럼 쉽지가 않을거예요.,1
잊는다는거 참 어렵네,정말 어려운 일이에요.,1
잊어보려 하는데.,처음에는 잘 안되겠지만 잘할 수 있을 거예요.,1
잊어보려고,시작이 반입니다.. 응원할게요.,1
잊어볼 마음에 다른 여자 만나고왔습니다.,사람은 사람으로 잊혀지기도 해요.,1
잊어야 살 수 있을 것 같아,잊을 수 있을 거예요.,1
잊어야 할것들이 너무 많아,함께 했던 시간 만큼 잊어야하는 것도 많을 거예요.,1
잊어야겠지,그래야할 것 같아요.,1
잊어야하나?,당신을 위해서 잊는게 좋을 거예요.,1
잊은 줄 알았는데,쉬운 일은 아니지요.,1
잊을 때.,생각을 잠시 접어두는게 맘이 편하죠.,1
잊을 수 없다는 거 이제 알겠네,사람을 잊는다는 건 쉬운 일이 아니니까요.,1
잊을 수가 있을까,힘들긴 하지만 시간이 약이라는 사실을 잊지 말아요.,1
잊을수 없는 너.,많이 사랑했던 만큼 기억이 선연하더라고요.,1
잊자 잊자 지워버리자,잘 해내고 있어요.,1
잊지 못하겟어,잊기 힘든 순간들이었죠.,1
잊지마,때론 잊어버리는 것이 좋을 때도 있어요.,1
잊지못한다면순수한겁니다,그보다 많이 사랑했던거지요.,1
잊지못할줄 알았는데,살다보면 잊혀지기도 하나봐요.,1
잊혀져 가는게 더 아프내,이젠 그 기억을 놓아보세요.,1
잊혀져가는 모든 것이 그리워지네,지나간 것은 미화되기도 한답니다.,1
잊혀지네.,자연스러운 현상이에요.,1
잊혀지면 얼마나 좋을가.,쉬운 일이 아니라는 거 잘 알고 있어요.,1
잊혀진걸까?,그런 생각은 스스로를 힘들게 할 뿐이에요.,1
잊혀진다는거,마음 아픈 일이기도 해요.,1
잊혀질까?,힘들지만 언젠간 기억 저편으로 사라질 거예요.,1
자괴감,스스로를 자책하지 말아요. 마음이 아프답니다.,1
자괴감만 드는 하루하루를 보내고 있습니다.,많이 지쳤나봐요. 곧 기운낼 수 있길 바랄게요.,1
자기 쓰레기 맞다고 잊고 살아가래,그런 사람은 빨리 잊는게 상책이에요. 자신을 더 사랑해주세요.,1
자기관리가 답인듯.,못해봤던 것들을 해보세요.,1
자기를 아껴주고 사랑해주는 사람의 마음을 이용하는 사람.,정말 나쁜 사람이네요.,1
자기중심적인 여자.,자신만 생각하는 사람은 멀리하세요.,1
자꾸 꿈에 나와여ㅠ ㅠ,은연 중에 많이 생각했나봐요.,1
자꾸 다시 만나게 되는데 무슨 방법이 좋을까,행동반경이 비슷한가봅니다.,1
자꾸 바보짓을 하고 있네,후회할 행동은 덜하는게 좋아요.,1
자꾸 보고싶어,그럴 수 있어요.,1
자꾸 봐주니까 기어오른다,화 내는 연습을 해보세요.,1
자꾸 생각나고 붙잡을수도 없고.,마음이 복잡하겠어요.,1
자꾸 생각나네.,생각이 안난다면 거짓말일 거예요.,1
자꾸 심하게 차였는데.생각나네,많이 사랑했나봐요.,1
자꾸 왜 사랑이 식었는지 물어보고 싶어,상대방이 부담스러워하지 않는다면 물어보는 것도 하나의 방법이겠네요.,1
자꾸 이상한 생각이 드네,나쁜 생각은 하지 말았으면 해요.,1
자꾸 졸게 되네,잠을 깨요! 기운 내요!!,1
자꾸 화가나,그럴수록 당신이 힘들 거예요.,1
자꾸 후회가 되네,후회해도 달라지는 건 없어요.,1
자는게 두려움,자고 일어나면 더 나은 내일이 올 거예요.,1
자다가 깨서 분노,많이 안좋은 일이 있었나봐요.,1
자다가 이런 적은 처음이네,많은 충격을 받았나봅니다.,1
자신과의 싸움중에서 이제 이틀째 날,잘 견뎌낼거라 믿어요.,1
자신만만하던게 엊그젠데 이젠 힘들어,힘내지 않아도 돼요. 저에게 기대세요.,1
자신을 사랑하기,중요한 자세해요. 칭찬해줄게요.,1
자신이 이해가 안될 때도 있지 않나?,그럴 때가 있어요.,1
자야하는데~~,생각이 많은가봅니다.,1
자연스럽게 헤어진 건가?,인연이 거기까지였나봐요.,1
자존감이 너무 없어졌네,사소한 일을 시작하는 것에서부터 성취감을 느껴보세요.,1
자존감이 떨어져 있는 지금.,저도 진짜 힘들었는데 지금은 좋은 사람 만나 행복해요.,1
작년오늘.,추억에 잠겨 착각하지 마세요.,1
작은 상처들,아픔의 흔적.,1
잘 견디고있었는데,가끔은 힘내지 않아도 돼요. 뭐가 됐든 잘하고 있다고 믿어요.,1
잘 버텨봅시다!,아무렇지도 않는 날이 올 거예요.,1
잘 살 수 있겠죠,살아온 날보다 앞으로 살 날이 더 많아요.,1
잘 살겠지 라고 생각하자,더 잘 살 수 있을 거예요.,1
잘 지내?,당신은 잘 지내고 있나봅니다.,1
잘 지내고 있네,당신도 잘 지내고 있길 바랄게요.,1
잘 지내고 있네여.아무일 없다는듯이.,세상은 어떻게든 흘러가니까요.,1
잘 지내니?,잘 지내고 있어요.,1
잘 참아오고있는데,오래 아파할수록 손해예요.,1
잘 참았어,잘하고 있어요.,1
잘 헤어졌는데 너무힘들어,스스로 더 많이 다독여주세요.,1
잘가,안녕.,1
잘못이라면 더 많이 좋아했던 죄.,더 많이 좋아하면 미련도 적을 거예요.,1
잘못인줄 모르는 여자,자신의 잘못도 인정할 수 있는 사람이 좋아요.,1
잘살고있니?,잘 살고 있을 거예요.,1
잘살아야 되는데,바뀌어도 힘든 건 비슷하죠.,1
잘안되는군,모든 일이 뜻대로 되진 않나봐요.,1
잘지내고 있는지 궁금해지네,궁금증을 접어두셔요.,1
잘지내고있니,잘 지내고 있어요.,1
잘참다가 페북을 봐버렸네,염탐하지 마세요.,1
잘참아왔는데 눈물 흘렸네.,자신의 감정에 귀 기울이세요. 우는 건 죄가 아니랍니다.,1
잘한 행동인가 싶네,최선의 선택일 거라 믿어요.,1
잘해준것 같은데도 느끼는 미안함,많이 사랑한 사람인가봐요.,1
잘해줘도 이별은 아프네,이별의 끝은 항상 시린 것 같아요.,1
잠 들기가 무서워,내일은 좀 더 나은 하루일 거예요. 푹 자길 바랄게요.,1
잠 못 이루는 어느날.,쓸쓸한 한마디네요.,1
잠 못자고 있네,그분의 생각으로 가득한가봅니다.,1
잠겨 죽어도 좋으니 너는 물처럼 내게 밀려오라.,나도 모르게 내 맘 속 심어진 감정의 씨앗.,1
잠깐 괜찮았는데,사람 기분이란게 그런가봐요.,1
잠도 잘 못자고,밥은 꼭 챙겨먹길 바랄게요.,1
잠들기 직전 일어난 직후는 죽을 것 같네,기분전환이 필요한 것 같아요.,1
잠들기가 어려워,차분한 음악을 들어보세요.,1
잠수,좋은 선택이 아니에요.,1
잠수이별,좋은 선택은 아니에요.,1
잠수이별이라니!,상대방에 대한 예의가 없네요.,1
잠수이별인지 아닌지 잘 모르겠어,그분이 당신을 헷갈리게 하나봅니다.,1
잠수이별해도 될까,잠수이별 만큼 비겁한 것은 없어요. 깨끗하게 정리하길 바랄게요.,1
잠수탄 사람,상대방에 대한 예의가 없네요.,1
잠시라도 좋으니 만낳 수 있을까,후회안할 자신 있다면 연락해보세요.,1
잠을 많이 설치고 출근하네,생각이 많았나봐요. 피곤할텐데 따뜻한 차 한잔 해보세요.,1
잠을 자야 되는데.,생각을 떨치기 쉽지 않죠.,1
잠이 안오네,못자면 내일 피곤할 텐데 걱정이에요.,1
잠이 안와,자장가를 불러줄게요.,1
잡아야 되는건지 말아야 되는건지 모르겠네.,후회할 거라면 마지막으로 잡는 건 어떨까요.,1
잡힐듯하면서 안잡히네.,모든 일이 뜻대로 흘러가진 않으니까요.,1
장가간 그사람,이젠 잊어버리세요. 미련은 독이 됩니다.,1
장거리 연애하다 이별,장거리가 힘들죠.,1
장거리 이별,잘 견뎌왔는데 힘든 순간이었죠.,1
장거리연애 이별,애틋했던 만큼 아픔도 크겠죠.,1
장거리연애였는데,힘들었을 거라 생각해요.,1
장기간 연애,함께한 시간 만큼 아픔도 깊었을 거예요.,1
장수 커풀의 이별,함께한 시간 만큼 더 힘들죠.,1
재회 6개월만에 다시 헤어졌네,힘든 결정이었을텐데 안타깝네요.,1
재회 가능성이 있을까,어떻게 하느냐에 따라 달라질 거예요.,1
재회 그리고 다시 이별,그래도 후회는 없을 거라 생각해요.,1
재회 네달 만에 다시 헤어집니다.,마음 고생 많았어요.,1
재회 생각 완전히 접었습니다.,용기 있는 결정이에요.,1
재회 어떻하죠?,조심스레 연락을 해보는 것도 좋을 것 같아요.,1
재회 중인데 끝을내야하나 고민이됩니다,더 어려운 결정이겠네요.,1
재회 후 이별,어떤 이별이든 후폭풍이 있는 것 같아요.,1
재회 후 이별 !,그래도 힘들죠.,1
재회 후 이별에는 후폭풍이 없는줄 알았는데,어떤 이별이든 후폭풍이 있는 것 같아요.,1
재회 후 헤어짐.,다시 만날 준비가 되어 있지 않았나봐요.,1
재회를 기다리다 단념하게된 이유가 뭐였나?,똑같은 일이 반복될까봐 두려웠던 거겠죠.,1
재회를 바라는것도 새로운 사랑을 원하는것도 아닌데.,사람이 그리운 걸 수도 있어요.,1
재회를 위한 기다림,가만히 있는다고 달라지는 건 없을 거예요.,1
재회를 하긴 했었는데,전과 같지 않죠.,1
재회를 한다해도,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
재회하고 딱5개월만에 헤어졌네,힘든 선택이었을텐데 안타깝네요.,1
재회하고싶어,많이 사랑했나봐요.,1
재회하면 또 그렇겠지,아마 그럴 거예요.,1
재회했는데 행복하지 않네,다시 만날 준비가 되어 있지 않았나봐요.,1
재회했다가 이별 .,어떤 이별이든 후폭풍이 있겠죠.,1
재회후 다시 이별,이별은 절대 익숙해지지 않아요.,1
재회후 또 이별,이별은 익숙해지지 않아요.,1
저 괜찮으면 친구사이 하자는데,친구가 되긴 힘들죠.,1
저 사람이 왜 자꾸 볼까?,혹시 반한 걸 수도 있어요.,1
저 잘 잊을 수 있겠죠?,아무렇지도 않게 추억할 날이 올 거예요.,1
저는 4시간에 걸쳐서 정리를 했습니다,많은 결심이 있었겠어요.,1
저는 개인적으로 따로 연락하자는분들.,부담스러운가봅니다.,1
저는 어떻게 해야할까여???,자신이 하고 싶은 대로 하세요.,1
저는 이별하면 남자만 힘든 줄 알았어요.,이별의 아픔엔 성별이 중요하지 않아요.,1
저는 이제 포기할라구,포기하는 것도 용기랍니다.,1
저는 전 여친 관련해서 거의 모든걸 다 지웠어,잘 견뎌내고 있네요.,1
저도 가슴 아픈 이별을 했습니다.,많이 힘들었을 거라 생각해요.,1
저도 어쩔 수 없는 찌질한 남자인가 봅니다.,자신에게 더 여유롭게 대해보세요.,1
저도 연애하고 결혼할 수 있을까,더 좋은 사람 만나서 알콩달콩 연애하고 행복한 결혼생활 할 수 있을 거예요.,1
저만 이렇게 힘든거 아니죠 ㅠㅠ?,혼자만 힘든 거 아니에요.,1
저만 힘든 것 같아요,혼자만 힘든 거 아니에요.,1
저에게 희망이 있을까?,그럼요. 제가 함께 할게요.,1
저주스럽다 모든게 다,불행한 생각은 덜 하는게 당신에게 좋아요.,1
적응이 안되네.,익숙해지는 데는 시간이 걸릴 거예요.,1
전 결국 밑바닥까지 보고말았습니다,이제 더 잘 될 일만 남았네요.,1
전 기다리고 있어.,기다리면서 상처받지 않을 자신 있나요.,1
전 바보입니다.,순수한 거예요.,1
전 병신인가봅니다.,이제 같은 실수 안 하면 돼요.,1
전 여자친구,이제 남이에요.,1
전 여자친구 부친상 다녀왔어,인간적 예를 다하셨네요.,1
전 여자친구가 마지막으로 얼굴 한 번만 보자고,흔들리지 않을 자신 있나요.,1
전 여자친구가 카톡 친추에 떴어,카톡 차단하세요.,1
전 여자친구의 새 남자친구.,더 이상 신경쓰지 마세요.,1
전 여자친구한테 남자가 생긴 거 같아,신경을 거두세요.,1
전 여친 생일이야,이제 그냥 일년 중 하루로 지내요.,1
전 여친 카톡 메인 사진 슬프다,염탐하지 마요.,1
전 여친 카톡 메인 프로필.,카톡 보지 마요.,1
전 여친에게 카톡 보내는 꿈 꿨어,밤새 많은 생각을 했나봐요.,1
전 여친이 드디어 연애를 시작했네.,염탐하지 마요.,1
전 여친이 페북 연애중 띄웠었다네,페북 염탐하지 마요.,1
전 왜 이렇게 안똑똑할까요?,자신을 비난하지 마세요.,1
전 왜 짧은 연애만 반복될까?,상대를 더 이해하고 배려해보세요.,1
전 정말괜찮은데,자신을 속이고 있는 것일지도 몰라요.,1
전 제가 찬건 줄 알았는데,누가 찼는지는 중요하지 않을지도 몰라요.,1
전 헤어지고 곧장 소개팅을 했죠.,새로운 사람도 잊는 방법 중에 하나죠.,1
전남자친구 생일,이제는 잊어버리는 것도 필요해요.,1
전남친 마주쳤어,달라지는 건 없답니다.,1
전남친 여친 생겼네,이제는 관심을 거둬보세요.,1
전남친 집앞,무작정 찾아가는 것은 실례에요.,1
전남친 트라우마에 힘들어하는 여자친구.,그냥 더 사랑해주세요.,1
전남친 후폭풍 온거 같을때,그대로 자신의 인생을 사세요.,1
전남친소식을들었어,신경이 쓰일 수도 있겠어요.,1
전남친에게 연락왔어.,본인의 생각에 귀를 기울여봐요.,1
전남친이 만나자고 합니다.,재결합이 더 힘들지요.,1
전남친이 톡 차단했더라구,이별에 도움이 될지도 몰라요.,1
전남친한테 한달만에 연락하고싶어 ㅠㅠ,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
전여자친구 잊고 사랑하는법.,새로운 사랑으로 자연스레 잊혀지기도 해요.,1
전여친,잊으세요.,1
전여친 꿈을 꿧어,은연 중에 생각했을지도 모르겠어요.,1
전여친 남자 생겼나 봐,이제 관심을 거둬 보세요.,1
전여친 최악입니다,안 좋은 기억을 곱씹지 말아요.,1
전여친 카톡 탈퇴 재가입 한거 같은데,관심을 거두세요.,1
전여친 한테 두달만에 연락이 왔어.,힘들게 추스린 마음인데 힘드셨겠어요.,1
전여친 헤어졌으니 남이죠?,그렇습니다.,1
전여친생일 ㅎㅎ,미련이 아닐까요? 생각하지 않았으면 좋겠어요.,1
전여친에게 다시 연락이 오면,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
전여친은 남자가 벌써 생겼네,남과 자신을 비교하지 말아요.,1
전여친이 나보다 나은 사람이라는 생각이 자꾸 들어,남과 자신을 비교하지 말아요. 자신을 더 사랑해보세요.,1
전여친이랑 낼 술한잔 하기로 했어,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.,1
전여친한테 남친이 생겼네,이제 그녀를 잊으세요.,1
전하지 못 할 편지,때론 묻어두는게 좋을 때도 있어요.,1
전화가 왔는데 못받앗어,다시 연락하고 싶다면 전화해보세요.,1
전화하고싶어,후회하지 않을 자신이 있다면 연락하세요.,1
절대 사과 안하는 여자친구,잘못을 했을 때 인정하는 태도는 관계에서 중요한 역할을 합니다.,1
절망적인데,탈출구가 있을 거예요.,1
점심시간잠깐 그녀가 저에게 했던 말들이 떠오르네~ㅠㅠ,생각을 접어두는 것도 필요해요.,1
점점 괜찮아 지는것 같다가도.,힘들기도 하겠죠.,1
점점 나도 지쳐가네.,지칠만 해요.,1
점점 나아진다. 머리로 정리하니 마음도 이제 따라온다.,잘하고 있어요. 이별을 받아들이는 것도 중요해요.,1
점점 더 심해지는듯,생각이 많아지기 때문일 거예요.,1
점점 힘들어져,힘내세요!,1
